#1,57,56,51,7,3,1,1,,,58
#120,4,5,4,1,,,,,,4
#121,5,4,3,1,,,,,,4
#122,5,5,3,1,,,,,,4
#123,3,4,4,1,,,,,,4
#124,4,4,3,1,,,,,,4
#125,5,5,3,1,,,,,,4
#126,4,4,4,,,,,,,4
#127,3,3,3,1,1,1,,,,4
#128,4,4,4,1,,,,,,4
#129,4,4,4,,,,,,,4
#130,5,4,5,,,,,,,4
#131,13,4,4,,,,,,,4
#132,12,12,3,1,,,,,,4
#133,3,4,4,1,,,,,,4
#134,6,4,3,1,,,,,,4
#135,12,12,1,3,,,,,,4
#136,6,6,3,1,,,,,,4
#137,4,8,3,1,,,,,,4
#138,4,4,3,,,1,,,,4
#139,5,5,3,1,,,,,,4
#140,4,4,3,1,,,,,,4
#141,4,5,6,,,,,,,4
#142,4,4,3,1,,,,,,4
#143,5,4,4,,,,,,,4
#144,4,4,5,1,,,,,,4
#145,4,4,3,1,,,,,,4
#146,4,4,5,1,,,,,,4
#147,5,4,4,1,,,,,,4
#148,8,8,4,,,,,,,4
#149,4,8,3,1,,,,,,4
#150,4,4,3,1,,,,,,4
#151,4,4,3,1,,,,,,4
#152,5,5,1,1,,1,1,,,4
#153,3,4,3,1,1,,,,,4
#154,3,3,4,1,,1,,,,4
#155,20,26,3,1,,,,,,4
#156,27,8,3,1,,,,,,4
#157,4,4,3,,1,,,,,4
#158,3,4,4,1,,,,,,4
#159,4,4,4,,,,,,,4
#160,3,4,4,1,,,,,,4
#161,23,23,1,3,,,,,,4
#162,4,4,4,,,,,,,4
#163,6,6,4,,,,,,,4
#164,3,4,3,1,,1,,,,4
#165,4,4,3,1,,1,,,,4
#166,4,4,4,,,,,,,4
#167,4,4,4,1,,,,,,4
#168,8,8,2,1,,1,,,,4
#169,4,4,4,,,,,,,4
#170,4,4,3,1,,,,,,4
#171,13,3,3,,1,,2,,,4
#172,4,4,3,1,,,,,,4
#173,11,11,2,2,,,,,,4
#174,5,4,4,,,,,,,4
#175,9,9,2,2,,,,,,4
#176,4,5,3,1,,,,,,4
#177,4,4,3,1,,,,,,4
#178,4,4,4,,,,,,,4
#179,4,4,5,,,,,,,4
#180,3,3,3,1,2,,,,,3
#181,3,6,3,,,,,,,3
#182,3,3,3,,,,,,,3
#183,3,3,3,,,,,,,3
#184,6,6,3,,,,,,,3
#185,3,3,3,1,,,,,,3
#186,5,5,3,,,,,,,3
#187,4,4,2,1,,,,,,3
#188,5,4,1,1,,1,,,,3
#189,3,3,3,,,,,,,3
#190,3,3,3,,,,,,,3
#191,3,3,3,,,,,,,3
#192,3,3,3,,,,,,,3
#193,29,25,1,,2,,,,,3
#194,3,3,1,,,1,1,,,3
#195,3,3,1,2,,,,,,3
#196,3,3,3,,,,,,,3
#197,3,3,3,,,,,,,3
#198,3,3,3,,,,,,,3
#199,17,16,3,,,,,,,3
#200,3,3,2,1,,,,,,3
#201,3,3,3,,,,,,,3
#202,3,3,3,1,,,,,,3
#203,2,3,3,1,,,,,,3
#204,3,2,3,1,,,,,,3
#205,3,5,3,,,,,,,3
#206,3,3,3,,,,,,,3
#207,3,3,3,,,,,,,3
#208,3,3,3,,,,,,,3
#209,3,3,3,,,,,,,3
#210,3,3,5,,,1,,,,3
#211,3,3,3,,,,,,,3
#212,2,3,3,1,,,,,,3
#213,2,3,4,1,,,,,,3
#214,3,3,2,1,,,,,,3
#215,3,3,2,1,,,,,,3
#216,16,17,,2,1,,,,,3
#217,3,3,3,,,,,,,3
#218,3,3,3,,,,,,,3
#219,3,3,2,,1,,,,,3
#220,3,3,3,,,,,,,3
#221,3,3,3,1,,,,,,3
#222,15,15,,1,,2,,,,3
#223,4,4,2,1,,,,,,3
#224,3,3,3,,,,,,,3
#225,1,3,4,2,,,,,,3
#226,5,5,3,,,,,,,3
#227,3,3,3,,,,,,,3
#228,3,3,3,,,,,,,3
#229,11,11,3,,,,,,,3
#230,3,3,3,,,,,,,3
#231,3,3,3,1,,,,,,3
#232,3,3,3,,,,,,,3
#233,3,3,3,,,,,,,3
#234,3,3,3,1,,1,,,,3
#235,3,3,3,1,,,,,,3
#236,3,3,6,,,,,,,3
#237,3,3,2,1,,,,,,3
#238,3,3,3,,,,,,,3
#239,3,3,3,,,,,,,3
#240,2,3,4,1,,,,,,3
#241,3,3,4,1,,,,,,3
#242,3,2,3,1,,1,,,,3
#243,3,3,3,,,,,,,3
#244,3,3,2,1,,,,,,3
#245,9,9,3,,,,,,,3
#246,3,3,3,,,,,,,3
#247,7,7,3,,,,,,,3
#248,3,3,3,,,,,,,3
#249,3,3,3,,,,,,,3
#250,3,3,3,1,,,,,,3
#251,3,3,3,,,,,,,3
#252,5,2,4,1,,,,,,3
#253,5,3,2,1,,,,,,3
#254,3,3,3,,,,,,,3
#255,3,3,2,1,,,,,,3
#256,4,4,3,,,,,,,3
#257,3,3,3,,,,,,,3
#258,3,3,2,1,,,,,,3
#259,2,2,3,1,,1,,,,3
#260,3,3,3,,,,,,,3
#261,3,3,3,,,,,,,3
#262,4,4,2,,,1,,,,3
#263,3,3,3,,,,,,,3
#264,3,3,3,,,,,,,3
#265,3,3,3,,,,,,,3
#266,3,3,3,,,,,,,3
#267,3,3,4,,,,,,,3
#268,3,3,3,,,,,,,3
#269,3,3,2,,,1,,,,3
#270,3,3,3,1,,,,,,3
#271,3,3,2,1,,,,,,3
#272,3,3,3,1,,,,,,3
#273,5,3,3,,,,,,,3
#274,3,3,3,,,,,,,3
#275,3,3,3,,,,,,,3
#276,17,12,2,1,,,,,,3
#277,2,3,3,1,,,,,,3
#278,6,5,1,1,,1,,,,3
#279,3,3,3,1,,,,,,3
#280,3,3,3,,,,,,,3
#281,3,3,3,,,,,,,3
#282,1,4,5,1,,1,,,,3
#283,3,3,3,,,,,,,3
#284,3,4,3,,,,,,,3
#285,3,3,4,1,,,,,,3
#286,3,3,4,1,,,,,,3
#287,2,3,3,1,,,,,,3
#288,3,3,4,,,,,,,3
#289,3,3,3,,,,,,,3
#290,3,3,5,1,,,,,,3
#291,2,3,5,1,,,,,,3
#292,3,3,3,,,,,,,3
#293,3,3,3,,,,,,,3
#294,3,3,2,1,,,,,,3
#295,3,3,4,,,,,,,3
#296,3,3,3,,,,,,,3
#297,3,3,3,1,,,,,,3
#298,12,8,2,1,,,,,,3
#299,3,4,3,1,,,,,,3
#300,3,2,2,1,,1,,,,3
#301,3,3,8,,,,,,,3
#302,3,3,3,,,,,,,3
#303,3,3,3,,,,,,,3
#304,6,5,2,1,,,,,,3
#305,3,3,3,,,,,,,3
#306,3,4,3,,,,,,,3
#307,5,5,3,,,,,,,3
#308,3,3,2,1,,,,,,3
#309,5,5,3,,,,,,,3
#310,3,3,2,1,,,,,,3
#311,3,3,6,1,,,,,,3
#312,3,3,2,1,,,,,,3
#313,1,2,2,1,,,,,,2
#314,1,3,3,1,,,,,,2
#315,2,2,2,,,,,,,2
#316,1,2,3,1,,,,,,2
#317,7,6,2,,,,,,,2
#318,2,2,2,,,,,,,2
#319,1,1,2,2,,,,,,2
#320,2,2,2,,,,,,,2
#321,2,2,2,,,,,,,2
#322,2,2,2,,,,,,,2
#323,2,2,3,,,,,,,2
#324,6,6,2,,,,,,,2
#325,2,2,2,,,,,,,2
#326,2,2,1,1,,,,,,2
#327,1,2,3,1,,,,,,2
#328,3,2,3,,,,,,,2
#329,1,1,1,1,1,,1,,,2
#330,2,1,3,1,,,,,,2
#331,2,2,3,,,,,,,2
#332,1,2,3,1,,,,,,2
#333,2,2,2,,,,,,,2
#334,2,2,2,,,,,,,2
#335,3,3,1,,1,,,,,2
#336,3,3,1,1,,,,,,2
#337,2,2,2,,,,,,,2
#338,2,2,2,,,,,,,2
#339,2,1,6,,1,,1,,,2
#340,2,2,3,,,,,,,2
#341,2,2,2,2,,,,,,2
#342,2,2,2,,,,,,,2
#343,3,2,2,,,,,,,2
#344,2,2,2,,,,,,,2
#345,2,2,2,,,,,,,2
#346,7,8,2,,,,,,,2
#347,2,2,2,,,,,,,2
#348,2,2,2,,,,,,,2
#349,2,2,3,,,,,,,2
#350,2,,,1,3,1,,,,2
#351,1,2,2,1,,,,,,2
#352,2,2,1,1,,,,,,2
#353,2,2,2,,,,,,,2
#354,2,2,2,,,,,,,2
#355,2,2,2,1,,,,,,2
#356,1,1,2,1,,1,,,,2
#357,2,2,2,,,,,,,2
#358,2,2,3,1,,,,,,2
#359,2,2,2,,,,,,,2
#360,3,2,2,,,,,,,2
#361,2,2,1,1,,,,,,2
#362,3,3,,1,1,,,,,2
#363,4,2,2,,,,,,,2
#364,2,1,2,1,,,,,,2
#365,2,2,3,,,,,,,2
#366,2,2,1,,,1,,,,2
#367,5,5,2,,,,,,,2
#368,2,2,2,1,,,,,,2
#369,2,2,2,,,,,,,2
#370,2,2,2,,,,,,,2
#371,2,2,2,,,,,,,2
#372,2,2,2,,,,,,,2
#373,2,2,2,1,,,,,,2
#374,2,2,2,,,,,,,2
#375,2,2,2,1,,,,,,2
#376,1,2,3,1,,,,,,2
#377,2,2,1,1,,1,,,,2
#378,6,6,1,1,,,,,,2
#379,2,4,2,1,,,,,,2
#380,2,3,3,,,,,,,2
#381,4,4,2,,,,,,,2
#382,2,1,1,1,1,,,,,2
#383,2,2,3,,,,,,,2
#384,2,2,3,,,,,,,2
#385,2,2,3,1,,,,,,2
#386,2,2,2,,,,,,,2
#387,2,1,2,1,,,,,,2
#388,8,6,2,,,,,,,2
#389,2,2,2,,,,,,,2
#390,2,2,1,1,,1,,,,2
#391,1,1,1,1,1,1,,,,2
#392,4,4,2,,,,,,,2
#393,2,2,4,1,,,,,,2
#394,2,2,2,,,,,,,2
#395,2,2,3,1,,,,,,2
#396,2,2,4,,,,,,,2
#397,2,2,2,,,,,,,2
#398,2,2,2,,,,,,,2
#399,2,3,2,1,,,,,,2
#400,2,2,4,,,,,,,2
#401,2,2,6,,,,,,,2
#402,5,5,1,1,,,,,,2
#403,2,2,1,1,,,,,,2
#404,3,3,2,,,,,,,2
#405,5,5,2,,,,,,,2
#406,2,2,4,1,,,,,,2
#407,2,2,1,,,,1,,,2
#408,1,1,3,2,,1,,,,2
#409,2,2,2,,,,,,,2
#410,2,2,2,,,,1,,,2
#411,2,2,4,,,,,,,2
#412,2,2,3,,,,,,,2
#413,1,1,3,1,,1,,,,2
#414,2,2,2,,,,,,,2
#415,3,3,2,,,,,,,2
#416,5,6,2,,,,,,,2
#417,3,3,1,1,,,,,,2
#418,2,4,2,,,,,,,2
#419,2,2,2,,,,,,,2
#420,2,2,3,,,,,,,2
#421,2,2,2,,,,,,,2
#422,3,3,1,1,,,,,,2
#423,2,2,3,,,,,,,2
#424,2,2,2,,,,,,,2
#425,2,2,7,,,,,,,2
#426,2,2,2,,,,,,,2
#427,2,2,2,,,,,,,2
#428,2,2,2,1,,,,,,2
#429,2,2,1,1,,,,,,2
#430,2,2,2,,,,,,,2
#431,2,2,2,,,,,,,2
#432,3,3,1,1,,,,,,2
#433,2,2,5,1,,,,,,2
#434,2,2,2,,,,,,,2
#435,1,2,1,1,,1,,,,2
#436,2,2,4,,,,,,,2
#437,2,2,2,,,,,,,2
#438,2,2,2,,,,,,,2
#439,2,4,5,,,,,,,2
#440,1,2,3,1,,,,,,2
#441,2,2,2,,,,,,,2
#442,4,4,2,,,,,,,2
#443,1,2,1,1,,1,,,,2
#444,2,2,3,,,,,,,2
#445,2,2,2,,,,,,,2
#446,2,2,1,1,,,,,,2
#447,2,2,5,1,,,,,,2
#448,2,3,1,1,,,,,,2
#449,2,2,2,,,,,,,2
#450,2,2,2,,,,,,,2
#451,2,2,2,,,,,,,2
#452,2,2,2,,,,,,,2
#453,2,2,2,,,,,,,2
#454,2,3,3,,,,,,,2
#455,2,3,2,,,,,,,2
#456,2,2,2,,,,,,,2
#457,2,2,3,,,,,,,2
#458,5,5,1,1,,,,,,2
#459,2,2,1,1,,,,,,2
#460,2,2,2,1,,,,,,2
#461,2,2,2,,,,,,,2
#462,1,2,2,1,,,,,,2
#463,4,4,2,,,,,,,2
#464,2,2,2,,,,,,,2
#465,2,2,2,,,,,,,2
#466,2,2,3,1,,,,,,2
#467,3,5,2,,,,,,,2
#468,2,2,9,,,,,,,2
#469,2,4,2,1,,,,,,2
#470,2,2,5,,,,,,,2
#471,2,2,4,,,,,,,2
#472,2,2,2,,,,,,,2
#473,2,2,2,,,,,,,2
#474,2,2,2,,,,,,,2
#475,2,2,2,,,,,,,2
#476,5,5,2,,,,,,,2
#477,1,2,2,1,,,,,,2
#478,2,2,1,,,,1,,,2
#479,6,2,1,1,,,,,,2
#480,3,3,2,,,,,,,2
#481,2,2,3,1,,,,,,2
#482,2,2,2,,,,,,,2
#483,4,4,2,,,,,,,2
#484,2,2,3,1,,,,,,2
#485,2,2,3,1,,,,,,2
#486,3,3,2,,,,,,,2
#487,1,3,3,1,,,,,,2
#488,2,2,2,1,,,,,,2
#489,3,3,2,,,,,,,2
#490,2,2,1,1,,1,,,,2
#491,2,2,1,1,,,,,,2
#492,2,3,1,,1,,,,,2
#493,2,2,3,,,,,,,2
#494,4,4,1,,,1,,,,2
#495,1,2,3,1,,,,,,2
#496,2,2,1,,,1,,,,2
#497,5,4,2,,,,,,,2
#498,2,2,2,1,,,,,,2
#499,2,2,2,,,,,,,2
#500,2,2,2,,,,,,,2
#501,2,2,2,1,,,,,,2
#502,3,3,2,,,,,,,2
#503,3,3,1,1,,,,,,2
#504,1,1,1,,,,,,,1
#505,4,,,1,,2,,,,1
#506,1,1,1,,,,,,,1
#507,1,1,1,,,,,,,1
#508,1,1,3,,,,,,,1
#509,3,2,1,,,,,,,1
#510,1,1,2,1,,,,,,1
#511,1,1,1,,,,,,,1
#512,1,1,1,,,,,,,1
#513,8,,10,1,,,,,,1
#514,1,1,1,,,,,,,1
#515,,1,1,,1,,,,,1
#516,1,1,1,,,,,,,1
#517,1,1,1,,,,,,,1
#518,1,1,1,,,,,,,1
#519,1,1,1,,,,,,,1
#520,1,1,1,,,,,,,1
#521,1,1,1,,,,,,,1
#522,1,1,,1,,,,,,1
#523,1,1,1,1,,,,,,1
#524,1,1,1,,,,,,,1
#525,1,1,2,,,,,,,1
#526,1,1,2,,,,,,,1
#527,1,1,,1,,,,,,1
#528,1,1,1,,1,,,,,1
#529,1,1,1,,,,,,,1
#530,1,1,1,,,,,,,1
#531,1,1,1,,,,,,,1
#532,1,1,2,,,,,,,1
#533,1,1,,,,1,,,,1
#534,1,1,1,,,,,,,1
#535,1,1,,1,,,,,,1
#536,3,3,,1,,,,,,1
#537,4,4,,1,,,,,,1
#538,1,2,1,,,,,,,1
#539,1,1,1,,,,,,,1
#540,2,2,1,,,,,,,1
#541,2,2,1,,,,,,,1
#542,1,1,,2,,,,,,1
#543,5,5,,1,,,,,,1
#544,1,1,1,,,,,,,1
#545,1,1,1,,,,,,,1
#546,1,1,,1,,,,,,1
#547,1,1,1,,,,,,,1
#548,1,1,1,,,,,,,1
#549,1,1,1,,,,,,,1
#550,1,1,2,1,,,,,,1
#551,2,1,,1,,,,,,1
#552,1,1,1,,,,,,,1
#553,1,1,1,,,,,,,1
#554,1,1,1,,,,,,,1
#555,1,1,1,,,,,,,1
#556,2,2,1,,,,,,,1
#557,1,1,1,,,,,,,1
#558,4,3,1,,,,,,,1
#559,1,1,1,,,,,,,1
#560,1,1,1,,,,,,,1
#561,1,1,1,,,,,,,1
#562,1,1,1,,,,,,,1
#563,1,1,1,,,,,,,1
#564,1,1,1,,,,,,,1
#565,1,1,1,1,,1,,,,1
#566,1,1,1,,,,,,,1
#567,1,1,1,,,,,,,1
#568,1,1,1,,,,,,,1
#569,1,1,1,,,,,,,1
#570,1,1,,1,,,,,,1
#571,1,1,1,,,,,,,1
#572,1,1,1,,,,,,,1
#573,1,1,3,,,,,,,1
#574,1,1,1,,,,,,,1
#575,1,1,1,,,,,,,1
#576,1,1,1,,,,,,,1
#577,3,3,1,,,,,,,1
#578,2,2,1,,,,,,,1
#579,1,1,,1,,,,,,1
#580,1,1,2,,,,,,,1
#581,1,1,1,,,,,,,1
#582,1,1,1,,,,,,,1
#583,1,1,2,,,,,,,1
#584,1,1,1,,,,,,,1
#585,1,1,2,,,,,,,1
#586,3,1,1,,,,,,,1
#587,1,1,1,,,,,,,1
#588,4,4,1,,,,,,,1
#589,1,1,1,,,,,,,1
#590,3,3,,1,,,,,,1
#591,1,1,1,,,,,,,1
#592,1,1,1,,,,,,,1
#593,1,1,1,,,,,,,1
#594,1,2,2,,,,,,,1
#595,1,1,1,1,,,,,,1
#596,1,1,1,,,,,,,1
#597,1,1,1,,,,,,,1
#598,3,3,1,,,,,,,1
#599,1,1,1,,,1,,,,1
#600,2,2,1,,,,,,,1
#601,1,1,2,,,,,,,1
#602,1,1,1,,,,,,,1
#603,1,1,1,,,,,,,1
#604,1,1,3,,,,,,,1
#605,2,1,1,,,,,,,1
#606,2,2,1,,,,,,,1
#607,,1,1,1,,,,,,1
#608,1,1,1,,,,,,,1
#609,1,1,1,,,,,,,1
#610,1,1,1,,,,,,,1
#611,,1,1,,,1,,,,1
#612,,1,1,1,,,,,,1
#613,1,1,1,,,,,,,1
#614,1,1,2,,,,,,,1
#615,1,1,1,,,,,,,1
#616,1,1,,,,1,,,,1
#617,1,1,1,,,,,,,1
#618,1,1,1,,,,,,,1
#619,2,2,,,,1,,,,1
#620,1,1,1,,,,,,,1
#621,1,1,2,,,,,,,1
#622,1,1,1,,,,,,,1
#623,1,1,,1,,1,,,,1
#624,3,3,1,,,,,,,1
#625,2,2,1,,,,,,,1
#626,1,1,1,,,,,,,1
#627,1,1,,1,,,,,,1
#628,4,2,1,,,,,,,1
#629,1,1,3,1,,,,,,1
#630,1,,2,,,1,,,,1
#631,6,3,1,,,,,,,1
#632,2,2,,,,1,,,,1
#633,1,4,,1,,,,,,1
#634,1,1,1,,,,,,,1
#635,,1,1,,,1,,,,1
#636,4,4,,,1,,,,,1
#637,1,1,1,,,,,,,1
#638,1,1,1,,,,,,,1
#639,1,1,1,,,,,,,1
#640,2,2,1,,,,,,,1
#641,1,2,1,,,,,,,1
#642,1,1,1,,,,,,,1
#643,1,1,1,,,,,,,1
#644,10,3,,1,,,,,,1
#645,1,1,1,,,,,,,1
#646,1,1,1,,,,,,,1
#647,1,1,1,,,,,,,1
#648,2,2,1,,,,,,,1
#649,1,,1,1,,1,,,,1
#650,1,1,1,,,,,,,1
#651,1,1,,,,1,,,,1
#652,1,1,1,1,,,,,,1
#653,1,1,1,,,,,,,1
#654,1,1,1,,,,,,,1
#655,1,1,1,,,,,,,1
#656,1,1,1,,,,,,,1
#657,1,1,1,,,,,,,1
#658,1,1,1,,,,,,,1
#659,4,4,,1,,,,,,1
#660,1,1,1,,,,,,,1
#661,3,3,,1,,,,,,1
#662,1,1,1,,,,,,,1
#663,1,1,1,,,,,,,1
#664,1,1,1,,,,,,,1
#665,1,1,1,,,,,,,1
#666,1,1,1,,,,,,,1
#667,1,1,1,,,,,,,1
#668,1,1,1,,,,,,,1
#669,1,1,,1,,,,,,1
#670,1,1,1,,,,,,,1
#671,1,1,1,,,,,,,1
#672,1,1,1,,,,,,,1
#673,1,1,1,,,,,,,1
#674,1,1,1,1,,,,,,1
#675,1,1,1,,,,,,,1
#676,4,3,,1,,,,,,1
#677,1,1,1,,,,,,,1
#678,2,2,1,,,,,,,1
#679,1,1,3,,,,,,,1
#680,3,3,1,,,,,,,1
#681,1,1,1,,,,,,,1
#682,1,1,1,,,,,,,1
#683,1,1,5,,1,,,,,1
#684,1,1,1,,,,,,,1
#685,1,1,3,,,,,,,1
#686,1,1,1,,,,,,,1
#687,1,1,1,,,,,,,1
#688,1,1,2,,,,,,,1
#689,1,1,1,,,,,,,1
#690,1,1,1,1,,,,,,1
#691,1,1,1,,,,,,,1
#692,1,2,1,,,,,,,1
#693,1,1,1,,,,,,,1
#694,1,1,1,1,,,,,,1
#695,1,1,1,,,1,,,,1
#696,1,1,1,,,,,,,1
#697,1,1,1,,,,,,,1
#698,1,1,1,,,,,,,1
#699,1,1,1,,,,,,,1
#700,1,1,1,,,,,,,1
#701,1,1,1,,,,,,,1
#702,1,1,1,,,,,,,1
#703,1,2,,1,,,,,,1
#704,1,1,1,1,,,,,,1
#705,1,1,1,,,,,,,1
#706,1,1,1,,,,,,,1
#707,1,1,,1,,,,,,1
#708,1,1,1,,,,,,,1
#709,5,5,,,,1,,,,1
#710,1,1,1,,,,,,,1
#711,1,1,1,,,,,,,1
#712,1,1,1,,,,,,,1
#713,1,1,1,,,,,,,1
#714,1,1,1,,,,,,,1
#715,1,1,1,,,,,,,1
#716,1,1,1,,,,,,,1
#717,1,1,1,,,,,,,1
#718,1,1,1,,,,,,,1
#719,1,1,1,,,,,,,1
#720,1,1,1,,,,,,,1
#721,1,1,1,,,,,,,1
#722,1,1,1,,,,,,,1
#723,1,1,1,1,,,,,,1
#724,1,1,1,,,,,,,1
#725,1,1,1,,,,,,,1
#726,2,2,1,,,,,,,1
#727,1,1,1,1,,,,,,1
#728,1,1,1,1,,1,,,,1
#729,1,1,1,,,,,,,1
#730,1,1,10,1,,,,,,1
#731,1,1,1,,,,,,,1
#732,1,1,1,1,,,,,,1
#733,1,1,1,,,,,,,1
#734,1,1,1,,,,,,,1
#735,5,4,,1,,,,,,1
#736,3,3,,1,,,,,,1
#737,1,1,1,,,,,,,1
#738,1,1,1,,,,,,,1
#739,1,1,1,,,,,,,1
#740,1,1,1,,,,,,,1
#741,1,2,1,,,,,,,1
#742,1,1,1,,,,,,,1
#743,1,1,1,,,,,,,1
#744,1,1,1,,,,,,,1
#745,1,1,1,,,,,,,1
#746,3,3,1,,,,,,,1
#747,1,1,1,,,,,,,1
#748,1,1,3,1,,,,,,1
#749,1,1,1,,,,,,,1
#750,1,1,1,,,,,,,1
#751,1,1,1,,,1,,,,1
#752,1,1,1,,,,,,,1
#753,1,1,1,,,,,,,1
#754,1,1,1,,,,,,,1
#755,1,1,1,,,,,,,1
#756,1,1,1,,,,,,,1
#757,1,1,1,,,,,,,1
#758,1,1,1,,,,,,,1
#759,1,1,1,,,,,,,1
#760,1,1,1,,,,,,,1
#761,1,1,1,,,,,,,1
#762,1,1,1,,,,,,,1
#763,1,1,1,,,,,,,1
#764,1,1,1,,,,,,,1
#765,1,1,3,,,,,,,1
#766,3,3,,1,,,,,,1
#767,1,1,3,,,,,,,1
#768,1,1,1,1,1,,,,,1
#769,1,1,1,,,,,,,1
#770,1,1,1,,,,,,,1
#771,1,1,3,,,,,,,1
#772,1,1,,1,,,,,,1
#773,1,1,1,,,,,,,1
#774,1,1,1,,,,,,,1
#775,1,3,1,,,,,,,1
#776,1,1,1,,,,,,,1
#777,1,1,1,,,,,,,1
#778,2,1,1,,,,,,,1
#779,1,1,1,,,,,,,1
#780,1,1,1,,,,,,,1
#781,1,1,1,,,,,,,1
#782,1,6,1,1,,,,,,1
#783,1,1,1,,,,,,,1
#784,1,1,1,,,,,,,1
#785,1,1,,1,,,,,,1
#786,1,1,1,,,,,,,1
#787,1,1,1,,,,,,,1
#788,3,3,,1,,,,,,1
#789,1,1,3,,,,,,,1
#790,1,1,1,,,,,,,1
#791,3,,1,1,,1,,,,1
#792,1,1,1,,,,,,,1
#793,1,1,1,1,,,,,,1
#794,1,1,1,,,,,,,1
#795,1,1,1,,,,,,,1
#796,1,1,1,1,,,,,,1
#797,1,1,2,,,,,,,1
#798,1,1,2,,,,,,,1
